region_brch,product_type_brch,collateral_agreement_id,collateral_agreement_type,collateral_amount,collateral_currency,facility_nr,as_of_dt,multiply_divide_ind,rate,customer_nr,entity,maturity_date,rec_ref_dt,source_system,start_date,from_currency,to_currency,lcy_to_hkd,deal_dt,collateral_amount_hke,Parameter name,description,recovery_time,haircut,forward_adjustment_factor,collateral_allocation_priority,collateral_secured_rank_for_ead_allocation,remark,post_haircut_coll_amt,post_ccf_base_amt_fac_level,allocated_collateral_amount,remaining_base_amt
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:5:1,P001,4475384.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001382293,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,4475384.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2685230.4,,2685230.4,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:6:1,P001,7617675.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001382293,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,7617675.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,4570605.0,,4570605.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:6:2,P004,52105936.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001354543,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,52105936.0,33,OTHER TYPES OF PROPERTIES,0.5,0.4,HK OFFICE PPI,3,3,,31263561.599999998,,31263561.599999998,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:3:2,P001,7141571.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001354543,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,7141571.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,4284942.6,,4284942.6,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:5:2,P001,7617675.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001354543,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,7617675.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,4570605.0,,4570605.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:1:2,P001,6570245.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001354543,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,6570245.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3942147.0,,3942147.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:4:2,P001,5332373.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001354543,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,5332373.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3199423.8,,3199423.8,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003308237:1:1,P002,18549743.0,HKD,CLS:1000642699,2024-12-31,M,1.0,018:RM:1800000000000000000000617825,18,2032-12-31,2024-12-31,NX,2021-12-31,HKD,HKD,1.0,,18549743.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,11129845.799999999,5907128.32,11129845.799999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000043256:2:1,P001,3912420.0,HKD,CLS:0001389856,2024-12-31,M,1.0,018:RM:1800000000000000000000133109,18,2028-07-21,2024-12-31,NX,2008-07-21,HKD,HKD,1.0,,3912420.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2347452.0,275951.77,2347452.0,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000041154:2:0,G007,99999999999.0,HKD,CLS:0000002992,2024-12-31,M,1.0,018:RM:1800000000000000000000029474,18,2025-06-30,2024-12-31,NX,2024-10-18,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2000000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003242074:1:1,P001,4843208.0,HKD,CLS:1000448679,2024-12-31,M,1.0,018:RM:1800000000000000000001310480,18,2045-05-18,2024-12-31,NX,2020-05-18,HKD,HKD,1.0,,4843208.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2905924.8,4309438.63,2905924.8,1403513.83
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:39:0,G007,99999999999.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2651756.4,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:38:0,G007,99999999999.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2651756.4,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:41:1,P003,17788549.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,17788549.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,10673129.4,2651756.4,10673129.4,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:44:1,P001,3808837.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,3808837.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2285302.1999999997,2651756.4,2285302.1999999997,366454.2000000002
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:34:1,P002,12533469.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,12533469.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,7520081.399999999,2651756.4,7520081.399999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:40:1,P003,16876316.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,16876316.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,10125789.6,2651756.4,10125789.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:36:1,P005,1237872.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000000942239,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,1237872.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,742723.2,2651756.4,742723.2,1909033.2
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:12:1,P001,4951489.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,4951489.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2970893.4,606936.4972998524,627849.4095334404,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:12:1,P001,4951489.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,4951489.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2970893.4,2265000.0,2343043.99046656,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:13:1,P001,4951489.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,4951489.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2970893.4,606936.4972998524,627849.4095334404,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:13:1,P001,4951489.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,4951489.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2970893.4,2265000.0,2343043.99046656,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:4:0,G007,99999999999.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,606936.4972998524,2113335367.49303,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:4:0,G007,99999999999.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2265000.0,7886664632.406968,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:23:1,P001,5618035.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5618035.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3370821.0,606936.4972998524,712367.5236859461,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:23:1,P001,5618035.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5618035.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3370821.0,2265000.0,2658453.4763140543,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:24:1,P001,5618035.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5618035.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3370821.0,606936.4972998524,712367.5236859461,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:24:1,P001,5618035.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5618035.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3370821.0,2265000.0,2658453.4763140543,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:11:1,P005,906364.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,906364.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,543818.4,606936.4972998524,114927.06582249646,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:11:1,P005,906364.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,906364.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,543818.4,2265000.0,428891.3341775036,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:27:0,G007,99999999999.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,606936.4972998524,2113335367.49303,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:27:0,G007,99999999999.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2265000.0,7886664632.406968,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:10:1,P005,999819.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,999819.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,599891.4,606936.4972998524,126777.17122875864,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:10:1,P005,999819.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,999819.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,599891.4,2265000.0,473114.22877124144,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:9:1,P005,999819.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,999819.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,599891.4,606936.4972998524,126777.17122875864,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:9:1,P005,999819.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,999819.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,599891.4,2265000.0,473114.22877124144,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:7:1,P001,5427594.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5427594.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3256556.4,606936.4972998524,688219.5816424602,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:7:1,P001,5427594.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5427594.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3256556.4,2265000.0,2568336.81835754,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:15:1,P001,12378723.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,12378723.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,7427233.8,606936.4972998524,1569623.587233662,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:15:1,P001,12378723.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,12378723.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,7427233.8,2265000.0,5857610.212766338,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:21:1,P001,4951489.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,4951489.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2970893.4,606936.4972998524,627849.4095334404,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:21:1,P001,4951489.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,4951489.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2970893.4,2265000.0,2343043.99046656,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:22:1,P005,999819.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,999819.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,599891.4,606936.4972998524,126777.17122875864,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:22:1,P005,999819.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001030138,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,999819.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,599891.4,2265000.0,473114.22877124144,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102255:1:1,P001,20558303.0,HKD,CLS:0001512810,2024-12-31,M,1.0,018:RM:1800000000000000000001032074,18,2025-02-28,2024-12-31,NX,2024-02-20,HKD,HKD,1.0,,20558303.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,12334981.799999999,1750000.0,12334981.799999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102255:2:0,G007,99999999999.0,HKD,CLS:0001512810,2024-12-31,M,1.0,018:RM:1800000000000000000001032074,18,2025-02-28,2024-12-31,NX,2024-02-20,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,1750000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102261:14:0,G007,99999999999.0,HKD,CLS:0001652138,2024-12-31,M,1.0,018:RM:1800000000000000000001032032,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,380000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102261:11:0,G007,99999999999.0,HKD,CLS:0001652138,2024-12-31,M,1.0,018:RM:1800000000000000000001032032,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,380000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102261:12:0,O010,1502701.0,HKD,CLS:0001652138,2024-12-31,M,1.0,018:RM:1800000000000000000001032032,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,1502701.0,27,LIFE INSURANCE POLICY,0.5,0.4,,1,3,,901620.6,380000.0,901620.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103606:8:0,G007,99999999999.0,HKD,CLS:0001617632,2024-12-31,M,1.0,018:RM:1800000000000000000001065637,18,2025-06-30,2024-12-31,NX,2024-09-17,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,28000000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103606:2:0,G007,99999999999.0,HKD,CLS:0001617632,2024-12-31,M,1.0,018:RM:1800000000000000000001065637,18,2025-06-30,2024-12-31,NX,2024-09-17,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,28000000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103606:7:1,P002,42502449.0,HKD,CLS:0001617632,2024-12-31,M,1.0,018:RM:1800000000000000000001065637,18,2025-06-30,2024-12-31,NX,2024-09-17,HKD,HKD,1.0,,42502449.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,25501469.4,28000000.0,25501469.4,2498530.6000000015
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103648:1:1,P003,38738532.0,HKD,CLS:0001370120,2024-12-31,M,1.0,018:RM:1800000000000000000001000694,18,2025-02-28,2024-12-31,NX,2024-04-30,HKD,HKD,1.0,,38738532.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,23243119.2,1000000.0,23243119.2,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105195:1:1,P001,9522094.0,HKD,CLS:0001601654,2024-12-31,M,1.0,018:RM:1800000000000000000001110650,18,2025-07-31,2024-12-31,NX,2024-07-22,HKD,HKD,1.0,,9522094.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,5713256.399999999,1600000.0,5713256.399999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105195:2:0,G007,99999999999.0,HKD,CLS:0001601654,2024-12-31,M,1.0,018:RM:1800000000000000000001110650,18,2025-07-31,2024-12-31,NX,2024-07-22,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,1600000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:1:2,P002,555053.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001065662,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,555053.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,333031.8,606936.4972998524,70380.78814469035,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:1:2,P002,555053.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001065662,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,555053.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,333031.8,2265000.0,262651.01185530965,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:5:2,P003,5017283.0,HKD,CLS:0001432855,2024-12-31,M,1.0,018:RM:1800000000000000000001065662,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5017283.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,3010369.8,606936.4972998524,636192.0967636539,606936.4972998524
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:5:2,P003,5017283.0,HKD,CLS:0001512155,2024-12-31,M,1.0,018:RM:1800000000000000000001065662,18,2025-06-30,2024-12-31,NX,2024-07-30,HKD,HKD,1.0,,5017283.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,3010369.8,2265000.0,2374177.703236346,2265000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000109891:2:1,P001,5936351.0,HKD,CLS:0001674793,2024-12-31,M,1.0,018:RM:1800000000000000000001189376,18,2047-02-28,2024-12-31,NX,2017-02-28,HKD,HKD,1.0,,5936351.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3561810.6,2523789.67,3561810.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003241967:1:1,P001,21960006.0,HKD,CLS:1000450180,2024-12-31,M,1.0,018:RM:1800000000000000000001309098,18,2050-05-20,2024-12-31,NX,2020-05-20,HKD,HKD,1.0,,21960006.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,13176003.6,8185905.92,13176003.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003241967:2:0,G007,99999999999.0,HKD,CLS:1000450180,2024-12-31,M,1.0,018:RM:1800000000000000000001309098,18,2050-05-20,2024-12-31,NX,2020-05-20,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,8185905.92,9999999999.899998,0
